year	crisis_name	source	category	text	label	confidence	how_to_improve	tweet_id_truncated
2013	Queensland floods in Australia	Media	Caution and advice	Queensland's flood crisis deepens - The Australian: Sydney Morning HeraldQueensland's flood crisis deepensThe Au... http://t.co/e4vgT3VA	Needs slight IMPROVEMENT to be clear	0.5955	"Queensland's flood crisis deepens - The Australian: Sydney Morning Herald http://t.co/e4vgT3VA" would be sufficient.|The Australian: Sydney Morning Herald :  Queensland's flood crisis deepens	2.95761799549182E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Rainfall amount in the Philippines as of Aug 19, 2013 09:02 PM. http://t.co/ZK7BJpu5P2 via @nababaha #FloodPH	Is very CLEAR - easy to understand	1		3.69444702392554E+017
2013	Alberta floods in Canada	Media	Caution and advice	Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews	Is very CLEAR - easy to understand	0.9078	Rainfall warning has ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews	3.47852572230554E+017
2013	Alberta floods in Canada	Media	Caution and advice	Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews	Is very CLEAR - easy to understand	1		3.47852572230554E+017
2013	Alberta floods in Canada	Media	Caution and advice	Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews	Is very CLEAR - easy to understand	1	wellsville	3.47852572230554E+017
2013	Alberta floods in Canada	Media	Caution and advice	Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews	Is very CLEAR - easy to understand	0.9648	Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews #Albertafloods|great	3.47852572230554E+017
2013	Alberta floods in Canada	Media	Caution and advice	Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews	Is very CLEAR - easy to understand	1		3.47852572230554E+017
2012	Philipinnes floods	Media	Caution and advice	Rains Flood Manila Area, Sending Thousands Fleeing â€“ New York Times http://t.co/9WkRiPyS	Is very CLEAR - easy to understand	0.657		2.32952038445683E+017
2013	Queensland floods in Australia	Media	Caution and advice	Record floods in #Queensland #Australia #bigwet â€œ@QldFire: A flooding EMERGENCY ALERT has been issued for Gladstone. http://t.co/LaADffQO	Is very CLEAR - easy to understand	0.7889		2.94888574833271E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Record-high rainfall dumped in Metro Manila and nearby provinces due to #habagat and #MaringPH http://t.co/M6jKlXOxjH	Is very CLEAR - easy to understand	0.4167		3.69785367970316E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	Red Rainfall Warning No. 17A Weather System: Southwest Monsoon (#Habagat) enhanced by Tropical Storm... http://t.co/vaGâ€¦	Needs slight IMPROVEMENT to be clear	0.5841	red rainfall warning. Southwest Monsoon intensified by Tropical Storm|Philippines: Red Rainfall Warning No. 17A Weather System: Southwest Monsoon (#Habagat) enhanced by Tropical Storm... http://t.co/vaGâ€¦|great	3.69607961510822E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Red Rainfall Warning No. 6  Weather System: Southwest Monsoon (#Habagat) enhanced by  Tropical Storm â€œMARINGâ€... http://t.co/xâ€¦	Is very CLEAR - easy to understand	0.8042	Red rainfall warning No. 6 - Southwest Monsoon	3.6909321555243E+017
2013	Australia bushfires	Media	Caution and advice	Redhead fire wind change looking worse at night@1233newcastle @nbnnews #nswfires http://t.co/KK4HvDrk5G	Needs slight IMPROVEMENT to be clear	0.5806	Redhead?	3.92936667742351E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	REMINDER: Please check our timeline for LATEST Flood Updates along edsa, manila, southern, quezon city area. thank you.#mmda	Is very CLEAR - easy to understand	1		3.69704485016191E+017
2013	Manila floods in the Philippines	Government	Caution and advice	Reminders: check #walangpasok for class/work suspensions; use #RescuePH for help; #SAFENOW if you've been rescued; #FloodPH forâ€¦	Is very CLEAR - easy to understand	0.7959		3.69617730032259E+017
2013	Los Angeles airport shootings in the USA	Media	Caution and advice	Reports of gunfire at the Los Angeles airport. Police say 'major incident' underway. No word on victims. #LAX	Is very CLEAR - easy to understand	0.6022		3.96318660887065E+017
2013	Queensland floods in Australia	Media	Caution and advice	Residents in the Bundaberg area need to REMAIN INSIDE. Tornado activity can be unpredictable &amp; destructive. #bigwet #t ...	Is very CLEAR - easy to understand	0.8132		2.95058347676275E+017
2013	Australia bushfires	Media	Caution and advice	RFS Comish says leaving early is safest option in fire danger areas tomorrow,. Says Minutes will matter. #nswfires @abcnews24 @702sydney	Is very CLEAR - easy to understand	0.8305		3.92579006895096E+017
2012	Philipinnes floods	Media	Caution and advice	RT @erwinaguilon: No classes in Manila tomorrow. ALL LEVELS- Mayor Lim #floodsPH	Is very CLEAR - easy to understand	0.5971	RT @erwinaguilon: No classes in Manila tomorrow for ALL LEVELS- Mayor Lim #floodsPH	2.32782752125178E+017
2012	Colorado wildfires in the USA	NGOs	Caution and advice	RT @HumaneSociety If you are evacuating please don't wait - take your pets when you evacuate! #highparkfire #wildfire #COwx	Needs slight IMPROVEMENT to be clear	0.4063		2.11964198396232E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	RT @incrediVINCE: In moonwalk, paranaque 5ft deep flood as of 9:00am http://t.co/yNw586uFkC #FloodPH	Needs slight IMPROVEMENT to be clear	0.6322		3.6963454500957E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	RT @LarimerSheriff: #HighParkFire Residents of Red Feather Lakes and Crystal Lakes need to use Cherokee Park Road (CR 80C)...	Is very UNCLEAR - hard to understand	0.4149	Residents of Red Feather Lakes and Crystal Lakes need to use Cherokee Park Road (CR 80C) - @LarimerSheriff	2.16305818927251E+017
2013	Singapore haze	Media	Caution and advice	RT @NEAsg: 3-hour PSI is 152. Issued 1pm. http://t.co/gHgrKx1GOJ #SGHaze #Haze	Is very CLEAR - easy to understand	0.4149	1pm singapore haze update - 152 PSI (pounds per square inch)|wellsville	3.47222298341814E+017
2013	Queensland floods in Australia	Media	Caution and advice	RT @QPSmedia Major flooding occurring in Lockyer Valley. Evacuations underway #bigwet	Is very UNCLEAR - hard to understand	0.4149	Major flooding  in Lockyer Valley. Evacuations ongoing.  @QPSmedia Major	2.95426657886552E+017
2013	Manila floods in the Philippines	NGOs	Caution and advice	RT @RC23STAR: @philredcross Munoz St. Vito Cruz Manila dibdib na daw ung flood and tumataas pa. no food and water din cla. #râ€¦	Is very UNCLEAR - hard to understand	0.4167		3.69649711579288E+017
2013	Queensland floods in Australia	Government	Caution and advice	RT @rrcouncil: If you have your car at the #Rockhampton Airport please move it asap! the car park is likely to flood. #BigWet	Is very CLEAR - easy to understand	0.7285	where|Australia - Flood Warning for Rockhampton Airport. Move your cars ASAP!	2.94648903926682E+017
2013	Singapore haze	Media	Caution and advice	RT @STcom #SGHaze update: PSI is 290 at 9pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.8		3.47343283053285E+017
2013	Alberta floods in Canada	Media	Caution and advice	RT @TranBC: If you're looking for info on the flooding in Alberta, follow @AB_EmergAlert, @AMARoadReports and #AbFlood	Is very CLEAR - easy to understand	1		3.48217606676824E+017
2013	Singapore haze	Media	Caution and advice	RT ChannelNewsAsia: PSI now at 111. KarenTa30387079 sent us these before &amp; after picture of haze in Singapore #SGHaze httâ€¦	Is very UNCLEAR - hard to understand	0.5135	singapore haze now at 111 PSI (pounds per square inch). Before and after pics by KarenTa30387079	3.46576530715062E+017
2013	Singapore haze	Media	Caution and advice	RT ChannelNewsAsia: PSI now at 111. KarenTa30387079 sent us these before &amp; after picture of haze in Singapore #SGHaze httâ€¦	Is very UNCLEAR - hard to understand	0.8489	singapore haze at 111 PSI  - before and after pics from KarenTa30387079|singapore haze now at 111 PSI (pounds per square inch). Before and after pics by KarenTa30387079|RT ChannelNewsAsia: Pound per square inch now at 111. KarenTa30387079 sent us these before & after picture of haze in Singapore #SGHaze httâ€¦|wellsville|RT ChannelNewsAsia: Pollutant standard index PSI now at 111. KarenTa30387079 sent us these before & after picture of haze in Singapore #SGHaze httâ€¦|RT ChannelNewsAsia: Pressure per square inch now at 111. KarenTa30387079 sent us these before & after picture of haze in Singapore #SGHaze httâ€¦	3.46576530715062E+017
2013	Singapore haze	Media	Caution and advice	RT ChannelNewsAsia: PSI now at 111. KarenTa30387079 sent us these before &amp; after picture of haze in Singapore #SGHaze httâ€¦	Is very UNCLEAR - hard to understand	0.6201	RT ChannelNewsAsia: Haze pound per square inch now at 111. KarenTa30387079 sent us these before & after picture of haze in Singapore #SGHaze httâ€¦|Singapore haze now at 111 PSI. Before and after pictures from KarenTa30387079.	3.46576530715062E+017
2013	Manila floods in the Philippines	NGOs	Caution and advice	RT@teamUST: FLOOD UPDATES: as of 6:27 PM, (MANILA) All reported floods in MANILA have already subsided. via @MMDA omg. Sudden tachycardiaðŸ˜µ	Is very CLEAR - easy to understand	0.6229		3.69415312921227E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Sa datos ng @dost_pagasa, huling namataan ang TD #MaringPH 325 km silangan ng Itbayat, Batanes.	Is very CLEAR - easy to understand	0.6847	wellsville	3.68673453785637E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Sa Metro Manila, makararanas ng makulilim na langit at hanggang katamtamang pag-ulan hanggang sa Martes. #MaringPH	Is very UNCLEAR - hard to understand	1	Tweet needs to be in english	3.69037812986675E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Sa Metro Manila, makararanas ng makulilim na langit at hanggang katamtamang pag-ulan hanggang sa Martes. #MaringPH	Is very UNCLEAR - hard to understand	1	Not in English|Needs to be in English.|Not in English	3.69078837469909E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Scenes from the aftermath of Typhoon Haiyan, one of the most powerful typhoons on record to make landfall: http://t.co/jYZnCâ€¦	Is very CLEAR - easy to understand	1	great	4.00154985247568E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Sec Dinky Soliman: Para sa mga lugar na kailangan ng relief,paki-tweet sa @dswdserves at pakilagay ang #reliefPH para mâ€¦	Is very UNCLEAR - hard to understand	0.9228	not English|not English|not in english|I don't speak this language, so I can't say whether or not this tweet is clear.|Use one language|Use one language|Not english|great|rewrite in english|Not in English|Needs to be in English.|Not English|Not in english	3.6964123912294E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Sec Dinky Soliman: Para sa mga lugar na kailangan ng relief,paki-tweet sa @dswdserves at pakilagay ang #reliefPH para mâ€¦	Is very UNCLEAR - hard to understand	1	not English|I don't speak this language so I can't say whether or not this tweet is clear.	3.6964123912294E+017
2013	Queensland floods in Australia	Media	Caution and advice	Severe Weather Warning 9:12pm EDT for New South Wales: http://t.co/yi1Nfwmu #bigwet #nsw	Is very CLEAR - easy to understand	0.8359		2.95843181650665E+017
2013	Queensland floods in Australia	Media	Caution and advice	Severe Weather Warning issued for #Scenicrim #bigwet http://t.co/S3OVXd0D	Is very CLEAR - easy to understand	0.5866	Severe Weather Warning - Severe Weather Warning	2.95085275087004E+017
2013	Queensland floods in Australia	Media	Caution and advice	Severe weather warning updated - strong winds up to 125km/hr possible in SE Coast district #bigwet http://t.co/vYEkFKQ1	Is very CLEAR - easy to understand	1		2.95559353078002E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Signal 2 Visayas: Aklan, Capiz, and Rest of Cebu.  #PabloPh	Is very UNCLEAR - hard to understand	0.5732		2.75989359755399E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Signal No. 3: Surigao del Sur, Surigao del Norte, Siargao, Dinagat, Agusan N, Agusan del Sur, Davao Oriental #PabloPH	Is very UNCLEAR - hard to understand	0.8179	Not in English	2.75438974821089E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	Smoke from #wildfire can harm #airquality, worsen breathing problems, even miles away. Check your air quality: http://t.co/T ...	Is very CLEAR - easy to understand	0.7889		2.18334503146496E+017
2013	Alberta floods in Canada	Media	Caution and advice	Some neighbourhoods to re-open in #Calgary as flooding situation improves #ABflood #YYC http://t.co/9SGeifwGiW	Is very CLEAR - easy to understand	1		3.48495781315084E+017
2013	Alberta floods in Canada	Media	Caution and advice	Southern Alberta braces for rain amid flood warnings: At least 175,000 people in Alberta have now been ordered... http://t.co/cDoOGxcYpY	Is very CLEAR - easy to understand	0.564	great|Southern Alberta - flood warnings. 175,000 evacuated.|Identify what the 175,000 people in Alberta have been ordered to do.	3.48493105332363E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	Southern Philippines hit by 7.4 magnitude earthquake, no threat of Pacific-wide tsunami.	Is very CLEAR - easy to understand	0.6362		3.89912650068402E+017
2013	Alberta floods in Canada	Media	Caution and advice	Stampeding to recovery: Calgary rodeo to go ahead as planned: http://t.co/3z88AMmmTk #abflood	Is very UNCLEAR - hard to understand	0.4109		3.49261908706197E+017
2013	Alberta floods in Canada	Media	Caution and advice	Stampeding to recovery: Calgary rodeo to go ahead as planned: http://t.co/3z88AMmmTk #abflood	Is very CLEAR - easy to understand	1		3.49261908706197E+017
2013	Alberta floods in Canada	Media	Caution and advice	Stampeding to recovery: Calgary rodeo to go ahead as planned: http://t.co/3z88AMmmTk #abflood	Is very CLEAR - easy to understand	0.7976	i wouldn't|Calgary rodeo to go ahead as planned: http://t.co/3z88AMmmTk #abflood|wellsville	3.49261908706197E+017
2013	Queensland floods in Australia	Government	Caution and advice	Stay away from fallen powerlines, warn others and call Triple Zero (000) or 13 16 70 to report them #bigwet	Is very CLEAR - easy to understand	1		2.95345078694728E+017
2013	Colorado floods in the USA	Media	Caution and advice	STRESS: OEM warns DO NOT leave your home if you do not have to. DO NOT DRIVE in Boulder. Period. #boulderflood	Needs slight IMPROVEMENT to be clear	0.8132	What is OEM?	3.78130011292979E+017
2013	Alberta floods in Canada	Media	Caution and advice	Strict new rules for homeowners in flood-prone areas. Do you agree with the ban? Vote in our poll http://t.co/Ql5LacCCb9 #ableg #abflood	Is very CLEAR - easy to understand	0.8267		3.56770161623183E+017
2012	Philipinnes floods	Media	Caution and advice	Subscribe to my LIST Weather-Traffic-Update #RescuePH to get tweets only about rain/flooding in PH, you don't have to follow me it's public.	Is very CLEAR - easy to understand	0.5994	hashtag to end|Subscribe to my LIST "Weather-Traffic-Update #RescuePH" for tweets only about rain/flooding in PH. You don't have to follow me--it's public.	2.32900469465432E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Super #Typhoon #Haiyan, one of the strongest storms ever, hits central #Philippines: http://t.co/xlHrs9FzD5	Is very CLEAR - easy to understand	0.8468		3.98598382559584E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Super Typhoon #Bopha Five Day Forecast Map http://t.co/rPcNy3Lv #hmrd	Is very CLEAR - easy to understand	0.5034	Five Day Forecast Map of Super Tycoon #Bopha http://t.co/rPcNy3Lv #hmrd|Have some highlights of the forecast	2.75765815943512E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Super Typhoon #Haiyan becomes strongest storm of 2013.  Winds have increased to 280kph/170mph gusting to 330kph/205mph #Câ€¦	Is very CLEAR - easy to understand	0.6296	Super Typhoon becomes strongest storm of 2013. Winds have increased to 280kph/170mph gusting to 330kph/205mph #Câ€¦ #Haiyan	3.98267045134881E+017
2013	Typhoon Yolanda in the Philippines	NGOs	Caution and advice	Super Typhoon Haiyan, Stongest Storm On Earth This Yea http://t.co/uDLwVt3CRh vÃ­a @climateprogress	Is very CLEAR - easy to understand	0.8378	Typhoon Haiyan, Stongest Storm On Earth This year|wellsville	3.98499552174416E+017
2013	Australia bushfires	Media	Caution and advice	Sydney Water warns that water pressure may be low in some areas due to extremely heavy demand for fire fighting. http://t.co/pHKâ€¦	Is very CLEAR - easy to understand	1	great	3.92157940678803E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Thank God. RT @PhilippineStar: PAGASA: No possibility for #YolandaPH to return to Phl	Needs slight IMPROVEMENT to be clear	0.5851	Typhoon Yolanda will not return to Phillippines - thank God|wellsville	3.99104026895057E+017
2013	Colorado floods in the USA	Government	Donations and volunteering	The *best way* to help #coflood survivors, first visit http://t.co/vE6LB9zvCi . This is how you make the greatest impact. â€¦	Is very CLEAR - easy to understand	0.5972	i wouldn't|Help those affected by Colarado floods - http://t.co/vE6LB9zvCi	3.79288075387421E+017
2013	Queensland floods in Australia	Government	Caution and advice	The Australian Govt has an official 'Disaster Watch' app for iOS and Android. Details at http://t.co/UepnukBx #bigwet	Is very CLEAR - easy to understand	0.7872	wellsville	2.95324484657893E+017
2013	Queensland floods in Australia	Media	Caution and advice	The Banana Regional Council urging people in the low-lying areas of Biloela in C Qld to evacuate to higher ground @abcnews #bigwet	Is very CLEAR - easy to understand	0.7907	Define what "C Qld" is	2.95143408140427E+017
2013	Colorado floods in the USA	Government	Infrastructure and utilities	The Colorado Office of Emergency Management estimates nearly 19,000 homes are damaged or destroyed. #coloradoflood	Is very CLEAR - easy to understand	0.8111		3.79378525557383E+017
2013	Queensland floods in Australia	Media	Caution and advice	The Condamine River about to go over the bridge in Warwick: #bigwet http://t.co/ZkjbspcK	Is very CLEAR - easy to understand	1		2.9568388619162E+017
2013	Australia bushfires	Media	Caution and advice	The entire Blue Mountains area as well as Penrith and Richmond are in danger of burning over the next few days. #nswfires	Is very CLEAR - easy to understand	0.4167		3.92030903632818E+017
2013	Typhoon Yolanda in the Philippines	NGOs	Caution and advice	The numbers you need to know on Super Typhoon #Haiyan #YolandaPH #infographic http://t.co/rtbPtTNEyY	Is very CLEAR - easy to understand	0.4063		3.99949606974681E+017
2012	Typhoon Pablo in the Philippines	NGOs	Caution and advice	The Philippine Psychic Association had to cancel their annual meeting because of Typhoon Pablo. They didn't see it coming.	Is very CLEAR - easy to understand	0.7917		2.76299599847764E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	The Watchers - Tropical Storm Bopha upgraded to typhoon http://t.co/VB8TNzyC via @TheWatchers_	Needs slight IMPROVEMENT to be clear	0.4109		2.7468158419456E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	This is why they say 'If it's flooded, forget it'. You never know what damage will be revealed. #bigwet http://t.co ...	Is very CLEAR - easy to understand	1		2.96057766416613E+017
2013	Queensland floods in Australia	Media	Caution and advice	Thousands Evacuated as Flooding Hits Eastern Australia - Bloomberg: Sydney Morning HeraldThousands Evacuated as ... http://t.co/U0L4gn5K	Is very CLEAR - easy to understand	1		2.96097553617936E+017
2013	Bohol earthquake in the Philippines	Government	Caution and advice	THUNDERSTORM ADVISORY No.8 #VPRSD 9:53AM (16OCT'13) Expect thunderstorm over #Cebu ( Pinamungahan,... http://t.co/CoYoâ€¦	Needs slight IMPROVEMENT to be clear	0.6181	hashtag t end|The hashtag and numbers (date/time) muddle the meaning of this tweet. I might also replace "Thunderstorm advisory no.[x]" with a hashtag to save characters so that the tweet doesn't cut off at the end.|9:53AM  16OCT THUNDERSTORM ADVISORY : Expect thunderstorm over Cebu	3.90297611669758E+017
2013	Colorado floods in the USA	Government	Other Useful Information	To all the Colorado cities that didn't vote yes for amendment 64, maybe you should rethink that! We need the revenue! #COschools #COflood	Is very CLEAR - easy to understand	0.8095		3.82144954237063E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Track ng Bagyong #PabloPH, bahagyang liliko habang papalabas ng PAR. Alamin ang weather update mula kay Nathaniel Mang Tani Cruz	Is very CLEAR - easy to understand	0.4347		2.7700684758673E+017
2013	Alberta floods in Canada	Media	Caution and advice	TRAFFIC: The ramp from SB Deerfoot to WB Glenmore is open #yycflood	Is very CLEAR - easy to understand	0.7759		3.49041644802277E+017
2013	New York train crash in the USA	Media	Caution and advice	TRAIN DERAILMENT TRAVEL UPDATE: MTA recommends using Harlem, New Haven Metro-North lines. Read more: http://t.co/rbklaKow95	Is very CLEAR - easy to understand	1	great	4.07457096540516E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Tropical storm Haiyan intensifies into typhoon; to enter PH Thursday morning | The Manila Times Online http://t.co/5VNuu4NtOl	Is very CLEAR - easy to understand	0.5889	Tropical storm Haiyan intensifies into typhoon; to enter Philippines Thursday morning	3.97915554066858E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Tropical Storm Maring at 540km northeast of Itbayat, Batanes, moving northwest at 19kph #MaringPH	Is very CLEAR - easy to understand	1		3.69748835578282E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Tropical Storm Maring expected to be out of PH Area of Responsibility by Wednesday #MaringPH	Is very CLEAR - easy to understand	0.7959		3.69838832771801E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Tropical Storm Maring expected to be out of PH Area of Responsibility by Wednesday #MaringPH	Needs slight IMPROVEMENT to be clear	0.6362	Tropical Storm Maring expected to be out of Philippine Area of Responsibility by Wednesday|Tropical Storm Maring expected to be out of Philippines Area of Responsibility by Wednesday #MaringPH|Tropical Storm Maring expected to be out of Philippines Area of Responsibility by Wednesday #MaringPH|There are some capital letters where they shouldnt be and this makes the tweet a little confusing	3.69840254640878E+017
2013	Manila floods in the Philippines 	NGOs	Caution and advice	Tropical Storm Maring expected to leave PH Area of Responsibility on Thursday #MaringPH	Is very CLEAR - easy to understand	1		3.69669013804048E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Tropical Storm Maring still enhancing southwest monsoon, which is enhancing Luzon &amp; Visayas #MaringPH	Is very CLEAR - easy to understand	0.7889	great	3.70039584748343E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Tropical Storm Maring will continue to enhance the southwest monsoon, which will bring moderate-heavy rains in Luzon #Maringâ€¦	Is very CLEAR - easy to understand	1		3.69122655359599E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	TS #MaringPH Strength: Maximum winds of 75 kph near the center and gustiness of 90 kph; Movement: Forecast to move Southeast aâ€¦	Is very CLEAR - easy to understand	0.568	Move hashtag to end|Explain what PH strength is	3.69122047189725E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	TSR Storm Alert - Typhoon BOPHA: NW Pacific: Storm Alert issued at 4 Dec, 2012 18:00 GMT Typhoon BOPHA (26W)... http://t.co/8868QRMX	Needs slight IMPROVEMENT to be clear	0.6535	Information is unnecessarily repeated|What is TSR	2.76074151834431E+017
2013	Queensland floods in Australia	Media	Caution and advice	Tune into @NewsTalk4BC 1116 AM or stream online http://t.co/xysjcglx  for rolling coverage on the worsening weather conditions #bigwet	Is very CLEAR - easy to understand	0.7771		2.95369267216527E+017
2013	Queensland floods in Australia	Media	Caution and advice	Turn on ABC local radio if you really need updates urgently #bigwet @mollyarabella @ABCNews24	Is very CLEAR - easy to understand	0.819	Turn on ABC local radio if you need Big Wet updates urgently #bigwet @mollyarabella @ABCNews24|(Posted during the 2013 Queensland floods in Australia)	2.95903655117328E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Typhoon #Bopha due to arrive in the #Philippines http://t.co/cv1nmUGY #PabloPH	Is very CLEAR - easy to understand	0.6196		2.75575059005972E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon #Bopha hits southern Philippines (via @CNN) Our Country Director @CarinAtPlan quoted here: http://t.co/JB442mTl...	Is very UNCLEAR - hard to understand	0.4105	wellsville	2.75890592284832E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon â€˜Pabloâ€™ enters Philippine area of responsibility http://t.co/yNSW5GbQ	Is very CLEAR - easy to understand	0.5745	wellsville	2.75246598869635E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha  is currently heading W with 132 mph winds.  http://t.co/Rbm7YHvB	Is very CLEAR - easy to understand	0.6159	Typhoon Bopha heading West with 132 mph winds|Typhoon Bopha is currently heading West with 132 mph winds. http://t.co/Rbm7YHvB	2.7557766787566E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha is currently heading W with 132 mph winds. http://t.co/Rbm7YHvB	Is very CLEAR - easy to understand	0.8378	Typhoon Bopha is currently heading West with 132 mph winds. http://t.co/Rbm7YHvB	2.7557766787566E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Typhoon Bopha not finished yet: Heavy rains, flooding and landslides threaten the Philippines. http://t.co/ogss5WQc	Is very CLEAR - easy to understand	1	great	2.76255937159889E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	Typhoon BOPHA Satellite image as of 02/DEC/12 02:30PM http://t.co/0DTU8Aiu	Is very CLEAR - easy to understand	1		2.75138029298012E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	Typhoon BOPHA Satellite image as of 02/DEC/12 06:30PM http://t.co/SAWUtWnO	Is very CLEAR - easy to understand	1		2.75209072410759E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Typhoon Bopha smashes into southern Philippines, 40,000 people cram into shelters to escape storm's onslaught http://t ...	Is very CLEAR - easy to understand	1		2.7588339486754E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Typhoon Bopha will bring heavy-intense rains (20-30mm). PAGASA: Maghanda, maghanda, maghanda.	Is very CLEAR - easy to understand	0.6239	great	2.75092319802364E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday	Is very CLEAR - easy to understand	0.8132		2.75324801663521E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday	Is very CLEAR - easy to understand	0.9586	wellsville|wellsville	2.75324801663521E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday	Is very CLEAR - easy to understand	1		2.75324801663521E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday	Is very CLEAR - easy to understand	0.9185	Typhoon Bopha heading for Visayas on Wednesday, bringing rain to Metro Manila on Thursday|graet	2.75324801663521E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday	Is very CLEAR - easy to understand	1		2.75324801663521E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Pablo has max. sustained winds of 120kph near the center &amp; gustiness of up to 150kph #PabloPH	Is very CLEAR - easy to understand	0.7872		2.77439674602119E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Typhoon Pablo may return to Philippines - PAGASA http://t.co/fiFwncG1	Is very CLEAR - easy to understand	0.8111		2.7683865179786E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Typhoon Pablo may return to Philippines - PAGASA http://t.co/wDIQ59do	Is very CLEAR - easy to understand	0.8132		2.76722746392715E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	UPDATE: #PabloPH has not yet left the Philippine Area of Responsibility (PAR). Signal no. 1 in Ilocos Sur, La Union, Pangas ...	Is very CLEAR - easy to understand	0.5957	typhoon update - signal no 1 -  Typhoon Pablo still in Phillippines|wellsville	2.77256735847248E+017
2013	Australia bushfires	Media	Caution and advice	UPDATE: 64 fires burning, 24 uncontained. Dropped temperatures but strong winds. Authorities warn: #nswfires crisis is far from over #today9	Is very CLEAR - easy to understand	0.6019	update - 64 fires still burning (24 contained). Strong winds but lower temperatures. Crisis still not over.|wellsville	3.93112681734894E+017
2013	Alberta floods in Canada	Government	Caution and advice	UPDATE: Latest from the @cityofcalgary and surrounding area on #abflood: http://t.co/lkA9L9zSvT #yyc	Is very CLEAR - easy to understand	0.4222		3.47779159327637E+017
